ticket_id,customer_id,ticket_created_at,ticket_channel,ticket_type,ticket_subject,ticket_description,ticket_priority,ticket_status,assigned_agent,first_response_time_minutes,resolution_time_hours,escalated,customer_satisfaction_rating,final_resolution
TICK-000138,CUST-00180,2025-07-15 23:01:00,Chat,Product Damage,Electric Toothbrush arrived broken,The box was smashed and the item is damaged.,High,Pending,Morgan,9,,TRUE,,
TICK-000139,CUST-00249,2026-01-14 13:19:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jordan,14,13.9,FALSE,5,Sent manual reset link via SMS.
TICK-000140,CUST-00376,2025-09-04 07:50:00,Phone,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,High,Resolved,Jamie,6,9.7,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-000141,CUST-00845,2025-12-26 14:13:00,Chat,Product Damage,Smart TV arrived broken,The box was smashed and the item is damaged.,High,Resolved,Sam,13,17.7,TRUE,5,Sent overnight replacement.
TICK-000142,CUST-00223,2025-11-23 19:13:00,Chat,Delivery Delay,Package is late,My Laptop Stand was supposed to be here 2 days ago.,Critical,Resolved,Chris,10,1.7,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-000143,CUST-00705,2025-09-14 14:53:00,Chat,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Low,Resolved,Pat,4,14.4,FALSE,4,Provided updated tracking link.
TICK-000144,CUST-00859,2025-07-23 09:18:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Taylor,127,23.3,FALSE,5,Addressed multiple queries.
TICK-000145,CUST-00667,2026-03-19 07:56:00,Phone,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,Low,Resolved,Pat,5,39.4,FALSE,1,Provided updated tracking link.
TICK-000146,CUST-00899,2026-01-07 15:50:00,Email,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Resolved,Sam,66,23.8,FALSE,4,Refund processed to original payment method.
TICK-000147,CUST-00259,2025-11-04 04:35:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jordan,8,49.0,FALSE,2,Sent manual reset link via SMS.
TICK-000148,CUST-00164,2026-04-25 12:21:00,Email,Unknown Issue,Question,Does it work?,Low,Resolved,Jamie,115,52.4,FALSE,5,Clarified user question and provided specs.
TICK-000149,CUST-00620,2026-02-25 07:27:00,Email,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Low,Resolved,Alex,38,36.3,FALSE,1,Provided updated tracking link.
TICK-000150,CUST-00562,2025-12-27 00:09:00,Phone,General Inquiry,AGAIN: Help with my order,I have a few problems with my recent purchase.,Critical,Resolved,Chris,3,2.5,TRUE,2,Addressed multiple queries.
TICK-000151,CUST-00065,2026-05-17 00:47:00,Email,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Medium,Resolved,Taylor,124,49.9,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-000152,CUST-00429,2025-09-28 10:12:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jamie,187,29.1,FALSE,5,Sent manual reset link via SMS.
TICK-000153,CUST-00406,2025-07-05 13:07:00,Email,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Resolved,Jordan,155,18.2,FALSE,2,Provided updated tracking link.
TICK-000154,CUST-00275,2026-05-08 01:45:00,Phone,Delivery Delay,Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Medium,Resolved,Sam,3,18.8,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-000155,CUST-00158,2025-06-16 14:58:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Chris,12,50.6,FALSE,3,Addressed multiple queries.
TICK-000156,CUST-00904,2026-05-07 10:19:00,Phone,Product Damage,Running Shoes arrived broken,The box was smashed and the item is damaged.,Critical,Escalated,Pat,15,,TRUE,,
TICK-000157,CUST-00217,2026-04-14 23:24:00,Social Media,Product Damage,Electric Toothbrush arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Taylor,260,10.1,FALSE,3,Sent overnight replacement.
TICK-000158,CUST-00324,2025-08-11 08:23:00,Email,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Critical,Resolved,Chris,182,3.2,TRUE,2,Refund processed to original payment method.
TICK-000159,CUST-00234,2025-12-23 00:45:00,Chat,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,High,Resolved,Pat,8,3.5,FALSE,4,Refund processed to original payment method.
TICK-000160,CUST-00130,2026-01-27 20:28:00,Social Media,Product Damage,Running Shoes arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Jordan,59,8.2,FALSE,3,Sent overnight replacement.
TICK-000161,CUST-00365,2025-06-23 08:58:00,Chat,Product Damage,Wireless Earbuds arrived broken,The box was smashed and the item is damaged.,High,Resolved,Pat,8,2.8,FALSE,5,Sent overnight replacement.
TICK-000162,CUST-00095,2025-08-03 18:39:00,Chat,General Inquiry,AGAIN: Help with my order,I have a few problems with my recent purchase.,High,Resolved,Morgan,4,16.2,FALSE,3,Addressed multiple queries.
TICK-000163,CUST-00658,2025-08-24 13:33:00,Social Media,Wrong Product,AGAIN: Got the wrong item,"I didn't order this, I ordered a Blender.",Critical,Escalated,Morgan,76,,TRUE,,
TICK-000164,CUST-00673,2025-10-27 22:45:00,Email,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Sam,254,65.7,FALSE,3,Sent manual reset link via SMS.
TICK-000165,CUST-00110,2025-10-14 12:45:00,Phone,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Resolved,Jordan,12,52.5,FALSE,3,Provided updated tracking link.
TICK-000166,CUST-00283,2025-07-04 04:22:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Resolved,Pat,9,11.3,FALSE,3,Addressed multiple queries.
TICK-000167,CUST-00757,2026-02-05 05:20:00,Email,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Critical,Resolved,Casey,133,0.6,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-000168,CUST-00598,2026-03-11 16:26:00,Chat,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,Medium,Resolved,Morgan,10,18.1,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-000169,CUST-00185,2025-10-28 21:46:00,Email,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Medium,Resolved,Taylor,276,31.7,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-000170,CUST-00508,2025-08-29 04:35:00,Chat,Product Damage,Running Shoes arrived broken,The box was smashed and the item is damaged.,High,Resolved,Taylor,15,15.0,FALSE,5,Sent overnight replacement.
TICK-000171,CUST-00092,2026-05-14 06:50:00,Email,Account Issue,AGAIN: Can't log in,Password reset not sending.,Critical,Open,Casey,37,,TRUE,,
TICK-000172,CUST-00300,2025-10-05 19:19:00,Phone,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Low,Pending,Morgan,9,,FALSE,,
TICK-000173,CUST-00596,2026-04-10 10:05:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Open,Pat,238,,FALSE,,
TICK-000174,CUST-00667,2026-03-01 20:21:00,Phone,Order Tracking,AGAIN: Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,High,Escalated,Jordan,9,,TRUE,,
TICK-000175,CUST-00124,2026-05-15 14:40:00,Email,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,High,Resolved,Casey,24,10.4,TRUE,5,Sent overnight replacement.
TICK-000176,CUST-00843,2025-08-23 11:19:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Running Shoes.",Medium,Open,Taylor,14,,FALSE,,
TICK-000177,CUST-00317,2025-10-19 10:28:00,Chat,Order Tracking,Where is my Wireless Earbuds?,I ordered a Wireless Earbuds and the tracking hasn't updated.,Medium,Resolved,Chris,5,38.7,FALSE,5,Provided updated tracking link.
TICK-000178,CUST-00307,2025-11-23 20:51:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Pending,Taylor,269,,FALSE,,
TICK-000179,CUST-00502,2026-02-12 07:41:00,Email,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,Critical,Pending,Jordan,49,,TRUE,,
TICK-000180,CUST-00145,2025-12-23 08:23:00,Phone,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,High,Resolved,Morgan,12,23.7,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-000181,CUST-00009,2025-09-09 07:37:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Low,Pending,Pat,4,,FALSE,,
TICK-000182,CUST-00063,2025-06-01 01:15:00,Phone,Payment Issue,AGAIN: Charged twice!,My card was declined but I see a charge.,High,Resolved,Chris,1,7.2,TRUE,3,Voided duplicate authorization hold.
TICK-000183,CUST-00231,2026-05-12 17:23:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Open,Morgan,120,,FALSE,,
TICK-000184,CUST-00926,2025-06-07 18:38:00,Phone,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Medium,Resolved,Sam,7,53.1,FALSE,2,Refund processed to original payment method.
TICK-000185,CUST-00383,2025-06-14 16:14:00,Phone,Product Damage,Blender arrived broken,The box was smashed and the item is damaged.,High,Open,Jamie,14,,FALSE,,
TICK-000186,CUST-00102,2025-10-18 06:55:00,Chat,Refund Request,Need refund for Yoga Mat,I returned this last week and want my money back.,Medium,Pending,Casey,7,,FALSE,,
TICK-000187,CUST-00382,2025-12-08 23:09:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Pat,8,61.7,FALSE,2,Sent manual reset link via SMS.
TICK-000188,CUST-00685,2025-11-18 15:05:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Pat,7,50.0,FALSE,5,Addressed multiple queries.
TICK-000189,CUST-00627,2025-10-31 06:29:00,Chat,Delivery Delay,Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Medium,Resolved,Chris,12,48.7,FALSE,1,"Escalated to carrier, offered $10 credit."
TICK-000190,CUST-00027,2025-12-09 16:28:00,Chat,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Medium,Pending,Casey,9,,FALSE,,
TICK-000191,CUST-00838,2025-11-15 11:32:00,Phone,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Medium,Pending,Casey,12,,FALSE,,
TICK-000192,CUST-00475,2026-02-08 16:34:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Open,Riley,12,,FALSE,,
TICK-000193,CUST-00157,2025-11-17 03:42:00,Phone,Product Damage,Electric Toothbrush arrived broken,The box was smashed and the item is damaged.,High,Resolved,Chris,8,23.2,FALSE,5,Sent overnight replacement.
TICK-000194,CUST-00095,2026-03-05 20:57:00,Email,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,High,Resolved,Pat,240,12.7,TRUE,5,Sent overnight replacement.
TICK-000195,CUST-00707,2026-02-26 23:50:00,Email,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,High,Resolved,Sam,173,5.7,FALSE,5,Provided updated tracking link.
TICK-000196,CUST-00444,2026-01-24 22:20:00,Phone,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Smart TV.",Medium,Resolved,Chris,8,42.7,FALSE,3,Issued return label and shipped correct item.
TICK-000197,CUST-00455,2026-03-28 00:46:00,Email,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Resolved,Jamie,168,22.5,TRUE,5,Refund processed to original payment method.
TICK-000198,CUST-00545,2026-01-14 21:35:00,Chat,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,High,Resolved,Jamie,2,20.8,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-000199,CUST-00110,2026-01-14 21:26:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Pending,Sam,14,,FALSE,,
TICK-000200,CUST-00409,2026-02-18 13:54:00,Chat,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Medium,Resolved,Casey,14,63.8,FALSE,2,Refund processed to original payment method.
TICK-000201,CUST-00279,2026-03-13 18:15:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Pat,129,38.8,FALSE,3,Addressed multiple queries.
TICK-000202,CUST-00155,2025-10-26 10:59:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Taylor,87,2.7,FALSE,4,Sent manual reset link via SMS.
TICK-000203,CUST-00880,2025-07-23 11:12:00,Social Media,Product Damage & Account Issue,Gaming Mouse arrived broken,The box was smashed and the item is damaged.,High,Resolved,Jamie,118,12.0,FALSE,5,Sent overnight replacement.
TICK-000204,CUST-00636,2025-05-21 10:47:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",Medium,Resolved,Sam,3,45.4,FALSE,3,Issued return label and shipped correct item.
TICK-000205,CUST-00012,2025-06-21 14:19:00,Email,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Medium,Resolved,Jordan,225,23.2,FALSE,1,Provided updated tracking link.
TICK-000206,CUST-00431,2025-06-30 14:41:00,Chat,Product Damage,AGAIN: Gaming Mouse arrived broken,The box was smashed and the item is damaged.,High,Open,Alex,1,,TRUE,,
TICK-000207,CUST-00541,2026-03-20 13:41:00,Email,Delivery Delay,Package is late,My Blender was supposed to be here 2 days ago.,Medium,Open,Casey,240,,FALSE,,
TICK-000208,CUST-00193,2026-02-08 06:58:00,Social Media,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,High,Resolved,Sam,221,15.6,TRUE,4,"Escalated to carrier, offered $10 credit."
TICK-000209,CUST-00163,2025-10-21 06:13:00,Chat,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,High,Resolved,Jamie,6,12.5,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-000210,CUST-00526,2025-10-16 17:23:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jordan,5,44.6,FALSE,4,Sent manual reset link via SMS.
TICK-000211,CUST-00027,2025-12-12 02:34:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Alex,14,13.8,TRUE,2,Voided duplicate authorization hold.
TICK-000212,CUST-00742,2025-11-18 15:23:00,Chat,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,High,Escalated,Riley,13,,TRUE,,
TICK-000213,CUST-00558,2026-03-07 21:51:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Running Shoes.",Medium,Resolved,Taylor,127,36.6,FALSE,4,Issued return label and shipped correct item.
TICK-000214,CUST-00747,2026-02-14 10:14:00,Chat,Product Damage,Gaming Mouse arrived broken,The box was smashed and the item is damaged.,Medium,Open,Morgan,11,,FALSE,,
TICK-000215,CUST-00838,2026-03-28 22:29:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Escalated,Pat,284,,TRUE,,
TICK-000216,CUST-00545,2026-04-19 23:14:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Taylor,7,35.7,FALSE,5,Sent manual reset link via SMS.
TICK-000217,CUST-00514,2026-02-25 07:16:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Casey,294,20.7,FALSE,5,Voided duplicate authorization hold.
TICK-000218,CUST-00460,2025-12-18 16:06:00,Phone,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Smart TV.",High,Escalated,Riley,9,,TRUE,,
TICK-000219,CUST-00464,2026-03-18 17:00:00,Phone,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Resolved,Casey,4,69.0,FALSE,2,Provided updated tracking link.
TICK-000220,CUST-00549,2026-01-04 16:59:00,Email,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Resolved,Morgan,90,17.9,FALSE,5,Refund processed to original payment method.
TICK-000221,CUST-00589,2025-05-20 05:01:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Chris,11,10.3,FALSE,5,Voided duplicate authorization hold.
TICK-000222,CUST-00574,2025-12-19 21:28:00,Chat,Product Damage,Mechanical Keyboard arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Pat,12,26.6,FALSE,4,Sent overnight replacement.
TICK-000223,CUST-00066,2026-01-23 05:11:00,Social Media,Product Damage,Smart TV arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Taylor,142,15.1,FALSE,3,Sent overnight replacement.
TICK-000224,CUST-00535,2025-07-27 17:35:00,Social Media,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,Low,Resolved,Pat,272,28.1,FALSE,4,Provided updated tracking link.
TICK-000225,CUST-00149,2025-10-12 08:22:00,Phone,Delivery Delay,Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Medium,Resolved,Sam,6,16.3,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-000226,CUST-00366,2025-07-26 05:22:00,Chat,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Critical,Resolved,Chris,14,2.0,TRUE,2,Refund processed to original payment method.
TICK-000227,CUST-00293,2026-02-11 13:22:00,Email,Order Tracking,AGAIN: Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,High,Escalated,Morgan,106,,TRUE,,
TICK-000228,CUST-00065,2025-06-02 15:43:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Pat,9,35.5,FALSE,4,Addressed multiple queries.
TICK-000229,CUST-00808,2025-08-24 12:43:00,Chat,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,High,Resolved,Casey,15,14.4,FALSE,5,"Escalated to carrier, offered $10 credit."
